"DepartmentGroupNumber","GroupSize","PercentMale","BAME","NumberTeamLeads","NumberFeMaleTeamLeads","Location","LondonorNot","Function","EMPsurvEngage_1","EMPsurvEngage_2","EMPsurvEngage_3","EMPsurvEngage_4","EMPsurvEngage_5","EMPsurvEngage_6","EMPsurvEngage_7","EMPsurvEngage_8","EMPsurvEngage_9","EMPsurvEngagement","EMPorgIntegrity1","EMPorgIntegrity2","EMPorgIntegrity3","EMPorgIntegrity4","EMPorgIntegrity5","EmpSurvOrgIntegrity","EMPsurvSUP1","EMPsurvSUP2","EMPsurvSUP3","EMPsurvSUP4","EmpSurvSupervisor"
743,62,65,0.1,9,0,1,1,2,98,90,94,82,87,81,92,66,81,86,85,89,98,94,743,221.8,92,90,90,95,91.75
746,43,25,0.1,6,0,3,2,2,65,91,88,77,83,60,81,35,72,73,63,81,88,86,746,212.8,70,91,74,70,76.25
759,24,58,0.1,3,0,3,2,1,71,83,88,75,87,58,96,48,78,76,83,83,87,96,759,221.6,83,88,75,79,81.25
790,26,65,0.1,4,1,3,2,1,81,92,73,85,85,69,88,58,65,77,65,81,92,92,790,224,76,81,58,58,68.25
797,58,57,0.1,8,0,3,2,1,88,88,84,76,95,57,93,59,78,80,74,84,76,79,797,222,76,84,76,71,76.75
801,12,56,0.1,2,0,3,2,2,58,75,67,83,92,67,100,58,75,75,75,92,42,92,801,220.4,92,100,92,83,91.75
813,34,65,0.1,5,5,3,2,2,85,82,85,74,82,32,85,53,68,72,59,76,68,74,813,218,74,76,68,71,72.25
824,22,100,0.1,3,2,2,1,1,82,82,73,82,95,50,91,64,50,74,55,73,91,95,824,227.6,77,91,91,95,88.5
854,17,100,0.1,2,0,2,1,1,88,76,76,94,82,53,100,59,59,76,71,65,82,76,854,229.6,65,71,65,88,72.25
859,14,25,0.1,2,0,2,1,2,100,100,100,79,100,71,79,43,71,83,86,93,100,71,859,241.8,79,93,64,71,76.75
861,10,5,0.1,1,1,3,2,2,90,100,100,90,100,90,100,100,100,97,80,100,100,100,861,248.2,80,100,90,100,92.5
880,23,96,0.1,3,0,3,2,1,22,57,57,48,74,22,65,17,43,45,43,35,65,74,880,219.4,78,87,78,70,78.25
903,59,65,0.1,8,0,1,1,2,88,92,95,78,98,58,100,76,86,86,74,85,90,92,903,248.8,78,83,78,73,78
907,31,65,0.1,4,0,2,1,2,48,77,65,71,84,58,84,52,58,66,55,90,90,90,907,246.4,87,87,84,81,84.75
910,20,76,0.1,3,0,2,1,1,95,75,70,90,90,55,90,30,60,73,70,70,70,90,910,242,85,85,80,70,80
912,14,26,0.1,2,0,1,1,1,93,100,100,100,93,86,100,86,100,95,93,100,93,93,912,258.2,93,86,86,86,87.75
936,14,82,0.1,2,NA,1,1,1,93,93,100,64,92,64,79,86,86,84,71,86,93,79,936,253,86,79,86,93,86
14,10,35,0.11,1,0,1,1,2,100,90,90,80,100,90,100,50,90,88,40,90,100,50,14,58.8,50,40,40,50,45
26,62,75,0.11,9,0,1,1,1,87,84,76,65,89,58,81,39,69,72,55,84,89,87,26,68.2,79,84,81,81,81.25
46,27,66,0.11,4,1,2,1,1,100,89,93,100,78,93,93,74,85,89,89,96,100,85,46,83.2,96,96,89,100,95.25
60,50,67,0.11,7,3,1,1,2,90,94,94,70,94,70,94,76,72,84,54,88,94,82,60,75.6,70,76,82,78,76.5
77,27,87,0.11,4,0,3,2,1,48,63,36,48,63,44,58,56,33,50,37,52,63,63,77,58.4,52,63,50,52,54.25
99,14,76,0.11,2,0,1,1,1,86,86,86,71,93,57,93,79,86,82,71,93,100,93,99,91.2,86,93,79,93,87.75
118,20,65,0.11,3,2,1,1,1,89,89,100,89,95,65,75,70,80,84,65,65,75,80,118,80.6,75,85,70,75,76.25
129,37,65,0.11,5,0,1,1,2,92,78,78,65,92,57,86,84,73,78,84,92,89,86,129,96,97,86,84,81,87
141,13,64,0.11,2,0,1,1,1,100,92,85,100,100,92,92,46,62,85,31,77,77,69,141,79,46,62,54,54,54
165,24,2,0.11,3,0,2,1,2,79,79,83,71,92,58,87,54,75,75,83,96,100,87,165,106.2,100,100,88,96,96
171,26,85,0.11,4,1,2,1,1,88,92,92,92,81,65,92,62,65,81,85,88,96,96,171,107.2,81,92,69,73,78.75
194,18,64,0.11,3,0,3,2,1,89,83,100,94,100,72,94,50,67,83,78,94,100,94,194,112,78,67,50,61,64
200,14,65,0.11,2,0,3,2,2,79,93,100,71,93,71,93,86,71,84,71,100,93,93,200,111.4,93,100,86,93,93
201,44,67,0.11,6,4,1,1,1,91,91,98,57,93,66,91,91,86,85,61,93,98,98,201,110.2,81,93,84,89,86.75
220,32,25,0.11,5,1,2,1,1,94,91,91,81,97,63,88,72,72,83,63,88,94,44,220,101.8,81,75,84,72,78
236,22,35,0.11,3,0,2,1,2,100,95,90,73,91,73,91,68,77,84,73,100,100,95,236,120.8,91,82,82,82,84.25
258,37,58,0.11,5,1,1,1,2,81,65,51,38,70,62,81,32,35,57,35,62,84,70,258,101.8,73,76,65,73,71.75
259,10,88,0.11,1,1,1,1,1,70,70,40,30,80,70,90,30,10,54,60,90,100,80,259,117.8,50,70,40,40,50
279,52,67,0.11,7,0,1,1,1,96,94,90,67,98,73,90,56,83,83,52,94,98,88,279,122.2,75,73,75,75,74.5
285,24,48,0.11,3,2,1,1,2,92,96,96,83,100,75,100,71,100,90,75,96,96,92,285,128.8,92,79,92,92,88.75
310,53,67,0.11,8,2,2,1,1,91,83,79,87,87,72,91,79,79,83,58,91,74,83,310,123.2,79,66,64,74,70.75
315,59,56,0.11,8,1,1,1,2,80,63,47,66,81,49,85,73,58,67,56,75,61,85,315,118.4,81,75,58,61,68.75
330,57,86,0.11,8,3,3,2,1,79,70,49,75,93,57,88,65,53,70,65,75,70,82,330,124.4,77,67,56,75,68.75
338,43,75,0.11,6,1,1,1,2,95,100,100,84,95,79,98,81,93,92,81,95,98,91,338,140.6,79,93,93,91,89
367,63,56,0.11,9,0,1,1,2,87,83,75,63,87,57,79,40,68,71,56,84,89,87,367,136.6,78,86,79,81,81
373,20,86,0.11,3,0,1,1,1,100,75,70,65,95,55,90,70,70,77,65,90,90,85,373,140.6,70,80,75,90,78.75
392,13,56,0.11,2,1,1,1,2,92,100,100,85,92,46,85,69,100,85,77,92,92,92,392,149,92,85,100,100,94.25
399,50,49,0.11,7,0,2,1,1,100,94,98,80,98,72,98,76,94,90,68,96,100,94,399,151.4,78,86,86,84,83.5
417,43,25,0.11,6,0,2,1,2,98,98,98,88,100,84,100,95,98,95,74,86,93,86,417,151.2,77,86,81,88,83
428,62,45,0.11,9,2,3,2,2,97,90,90,79,97,74,94,81,87,88,63,92,95,82,428,152,84,89,85,95,88.25
444,36,56,0.11,5,0,3,2,2,94,97,94,92,97,72,97,86,89,91,78,94,97,83,444,159.2,91,94,94,94,93.25
457,20,5,0.11,3,3,1,1,1,100,100,100,85,95,90,100,80,100,94,80,100,100,100,457,167.4,95,100,95,95,96.25
469,49,48,0.11,7,1,2,1,2,96,90,96,94,98,82,96,86,92,92,86,96,98,96,469,169,96,98,96,98,97
489,29,5,0.11,4,4,2,1,2,83,90,86,83,93,69,93,48,69,79,79,90,93,93,489,168.8,97,97,90,89,93.25
532,40,48,0.11,6,0,1,1,2,93,95,95,88,98,85,98,90,95,93,90,90,90,78,532,176,95,90,98,95,94.5
535,18,100,0.11,3,2,1,1,1,83,89,89,72,94,61,89,83,89,83,83,83,89,83,535,174.6,89,83,94,100,91.5
552,10,35,0.11,1,0,1,1,2,100,100,100,60,100,60,100,78,90,88,40,100,100,100,552,178.4,90,89,80,80,84.75
558,67,65,0.11,10,2,1,1,1,90,96,96,79,99,79,96,79,91,89,82,93,90,95,558,183.6,87,91,87,91,89
561,28,35,0.11,4,0,2,1,2,86,93,82,71,93,68,93,64,79,81,71,86,86,85,561,177.8,75,86,75,78,78.5
598,29,35,0.11,4,0,1,1,2,86,72,69,59,83,59,83,66,62,71,55,66,69,83,598,174.2,66,76,83,79,76
617,22,66,0.11,3,0,3,2,1,86,91,95,82,100,73,95,86,86,88,73,86,91,86,617,190.6,77,82,73,82,78.5
622,36,4,0.11,5,5,1,1,2,97,97,100,83,83,75,94,75,97,89,78,92,94,94,622,196,92,94,89,92,91.75
628,22,45,0.11,3,0,1,1,1,100,100,95,64,95,82,95,86,82,89,68,77,82,77,628,186.4,82,86,91,82,85.25
650,47,65,0.11,7,3,1,1,2,89,98,89,62,98,74,91,53,81,82,79,94,94,89,650,201.2,79,83,64,70,74
666,57,65,0.11,8,0,1,1,1,82,84,80,66,89,54,86,60,72,75,68,81,79,81,666,195,79,86,72,65,75.5
687,64,35,0.11,9,2,2,1,2,84,84,83,77,91,56,88,42,69,75,70,69,78,80,687,196.8,72,91,75,72,77.5
688,27,100,0.11,4,0,2,1,1,77,81,70,59,78,41,81,48,48,65,63,78,81,85,688,199,67,74,63,63,66.75
715,16,82,0.11,2,1,3,2,1,94,100,100,56,100,69,100,75,81,86,69,94,94,81,715,210.6,94,100,94,94,95.5
718,24,61,0.11,3,2,3,2,2,96,96,96,83,88,62,96,54,92,85,67,88,87,88,718,209.6,58,75,75,71,69.75
729,16,24,0.11,2,0,1,1,2,88,94,100,81,100,88,94,81,88,90,80,100,100,100,729,221.8,88,100,88,88,91
749,34,87,0.11,5,0,2,1,1,68,82,88,88,82,71,85,47,74,76,74,97,88,88,749,219.2,94,97,85,79,88.75
756,32,55,0.11,5,1,2,1,2,94,97,94,94,97,81,94,91,97,93,94,94,91,94,756,225.8,100,88,94,100,95.5
770,24,64,0.11,3,0,1,1,1,96,92,92,87,96,88,92,54,83,87,52,88,92,83,770,217,79,79,70,83,77.75
777,10,56,0.11,1,0,1,1,2,40,60,60,60,60,40,80,20,10,48,60,70,60,90,777,211.4,70,90,90,90,85
796,53,65,0.11,8,3,1,1,1,77,77,77,87,91,74,91,55,75,78,79,85,89,85,796,226.8,85,94,79,79,84.25
806,31,98,0.11,4,NA,1,1,1,58,68,74,71,81,55,74,58,52,66,65,77,71,90,806,221.8,90,68,71,71,75
820,20,75,0.11,3,0,2,1,2,85,80,100,75,90,65,95,55,75,80,80,85,85,95,820,233,65,75,60,65,66.25
833,24,67,0.11,3,0,1,1,1,62,100,92,88,100,83,96,65,83,85,78,96,83,88,833,235.6,75,87,79,71,78
840,44,56,0.11,6,0,3,2,2,82,89,84,86,98,75,93,57,75,82,68,86,82,89,840,233,86,91,80,84,85.25
866,45,65,0.11,6,1,1,1,1,89,84,78,67,91,47,91,47,58,72,56,89,93,78,866,236.4,80,89,84,82,83.75
888,24,42,0.11,3,2,1,1,2,88,88,87,71,88,58,92,67,79,80,62,83,92,83,888,241.6,75,79,79,67,75
892,57,65,0.11,8,0,1,1,1,86,89,93,81,93,82,89,56,84,84,70,82,82,77,892,240.6,77,68,63,75,70.75
919,36,75,0.11,5,2,1,1,1,92,81,81,58,69,36,69,47,61,66,69,69,81,86,919,244.8,83,94,72,69,79.5
928,47,32,0.11,7,0,2,1,2,85,91,91,79,87,70,89,45,81,80,72,85,85,94,928,252.8,74,89,77,70,77.5
663,17,32,0.12,2,2,2,1,2,100,100,94,88,94,88,100,71,88,92,76,100,94,88,663,204.2,82,47,82,82,73.25
664,20,56,0.18,3,1,3,2,2,100,100,100,80,100,80,100,90,100,94,95,100,100,100,664,211.8,100,100,95,100,98.75
665,45,64,0.19,6,1,3,2,2,96,89,96,80,84,56,93,67,76,82,76,87,80,84,665,198.4,84,93,82,73,83
10,53,25,0.2,8,0,1,1,2,100,83,85,83,87,68,89,64,70,81,72,96,98,85,10,72.2,87,75,68,75,76.25
20,14,85,0.2,2,1,2,1,1,71,71,57,50,93,57,86,57,64,67,43,64,86,57,20,54,93,86,57,71,76.75
41,71,57,0.2,10,1,2,1,1,89,96,94,72,100,80,93,87,74,87,66,96,96,90,41,77.8,89,89,83,83,86
57,13,45,0.2,2,0,1,1,2,100,100,100,100,92,67,92,77,85,90,85,92,85,69,57,77.6,92,92,85,92,90.25
74,55,48,0.2,8,2,1,1,1,93,98,98,89,98,96,96,89,96,95,93,100,100,96,74,92.6,96,91,93,96,94
95,38,65,0.2,5,0,1,1,1,89,92,95,89,95,92,95,79,92,91,66,97,97,82,95,87.4,97,89,79,82,86.75
113,31,54,0.2,4,1,1,1,1,87,90,87,90,94,71,97,81,94,88,71,90,94,87,113,91,100,97,93,94,96
119,11,18,0.2,2,1,2,1,2,64,55,73,64,91,73,73,55,64,68,55,64,91,73,119,80.4,55,73,64,64,64
135,41,87,0.2,6,0,1,1,1,85,76,78,44,85,49,85,44,54,67,61,85,88,76,135,89,83,80,78,80,80.25
146,12,100,0.2,2,0,3,2,1,83,75,83,92,92,67,83,92,58,81,50,92,100,92,146,96,100,75,83,67,81.25
150,17,35,0.2,2,0,1,1,2,94,94,100,100,100,94,100,94,88,96,88,100,100,100,150,107.6,88,88,100,100,94
166,59,67,0.2,8,2,1,1,1,90,83,86,88,86,75,92,39,76,79,80,90,95,84,166,103,78,90,76,76,80
190,13,87,0.2,2,0,1,1,1,85,92,100,54,100,54,85,62,62,77,69,54,92,92,190,99.4,69,92,77,85,80.75
196,13,5,0.2,2,2,1,1,2,92,100,100,92,100,92,100,46,92,91,85,100,100,92,196,114.6,85,77,77,85,81
214,37,45,0.2,5,0,2,1,1,81,86,94,62,92,64,94,83,69,81,78,94,92,97,214,115,84,92,89,81,86.5
230,24,64,0.2,3,0,2,1,2,96,92,88,67,88,62,88,67,71,80,63,63,92,87,230,107,71,79,58,67,68.75
251,35,65,0.2,5,0,3,2,2,94,100,91,69,97,71,89,51,77,82,66,74,89,80,251,112,71,74,71,54,67.5
253,18,56,0.2,3,0,3,2,1,100,89,89,61,94,72,89,50,83,81,94,94,100,94,253,127,78,94,67,67,76.5
275,41,65,0.2,6,0,1,1,1,85,83,83,56,93,46,88,49,61,72,41,78,83,83,275,112,66,90,93,78,81.75
277,18,25,0.2,3,0,2,1,2,83,89,83,83,94,72,83,61,72,80,39,78,94,78,277,113.2,72,78,67,78,73.75
301,31,35,0.2,4,0,2,1,2,100,84,77,74,97,71,90,65,77,82,61,87,94,90,301,126.6,77,74,87,94,83
306,14,56,0.2,2,0,1,1,1,64,86,64,79,93,79,100,79,50,77,64,86,93,86,306,127,71,79,57,79,71.5
326,51,65,0.2,7,0,1,1,1,67,65,33,49,88,45,92,69,37,61,72,63,67,84,326,122.4,78,78,69,67,73
331,53,52,0.2,8,0,1,1,2,83,81,62,91,94,70,98,75,68,80,77,94,79,92,331,134.6,88,62,74,85,77.25
351,36,82,0.2,5,0,1,1,1,94,97,94,81,92,61,89,58,92,84,78,94,97,94,351,142.8,81,81,67,75,76
355,23,65,0.2,3,1,2,1,2,100,91,91,78,91,91,91,70,91,88,78,78,83,83,355,135.4,91,87,87,91,89
368,45,82,0.2,6,2,1,1,1,93,91,87,73,89,64,89,44,80,79,62,91,91,96,368,141.6,78,91,87,84,85
388,23,64,0.2,3,0,3,2,2,100,96,87,83,96,68,91,65,91,86,78,91,91,96,388,148.8,100,65,100,96,90.25
390,13,87,0.2,2,0,1,1,1,100,92,77,69,92,42,85,54,85,77,69,85,85,92,390,144.2,100,62,100,92,88.5
413,45,24,0.2,6,0,1,1,2,100,100,98,76,100,69,100,89,91,91,62,89,91,89,413,148.8,96,78,96,100,92.5
424,54,57,0.2,8,0,1,1,2,91,93,89,61,96,63,96,70,76,82,50,74,81,74,424,140.6,81,81,78,81,80.25
441,63,35,0.2,9,0,1,1,2,92,90,90,79,95,68,94,70,83,85,68,97,98,89,441,158.6,85,95,89,84,88.25
453,29,56,0.2,4,0,2,1,1,97,100,97,90,97,83,100,86,83,92,76,86,97,86,453,159.6,93,90,83,86,88
461,26,67,0.2,4,0,2,1,2,85,92,96,85,96,72,100,69,77,86,85,96,96,88,461,165.2,100,92,92,81,91.25
483,14,50,0.2,2,0,3,2,2,93,100,100,86,100,71,100,71,86,90,79,100,100,100,483,172.4,86,100,77,86,87.25
503,58,25,0.2,8,2,3,2,2,98,95,98,76,100,86,96,81,93,92,76,86,86,88,503,167.8,90,90,86,91,89.25
509,45,42,0.2,6,0,1,1,2,96,100,96,96,100,93,98,76,89,94,82,93,98,93,509,175,96,96,91,96,94.75
519,10,49,0.2,1,1,2,1,1,100,100,90,90,100,90,100,80,90,93,90,100,100,100,519,181.8,90,100,100,100,97.5
531,25,67,0.2,4,0,2,1,1,80,83,88,88,96,72,88,64,88,83,84,92,84,92,531,176.6,92,100,88,92,93
543,14,68,0.2,2,1,1,1,1,71,64,64,29,93,43,64,29,57,57,50,79,79,79,543,166,57,86,64,79,71.5
549,20,36,0.2,3,0,1,1,2,100,100,100,80,100,75,100,95,100,94,70,100,100,95,549,182.8,80,85,80,85,82.5
557,18,65,0.2,3,0,1,1,2,89,100,89,83,94,78,100,78,83,88,78,83,94,78,557,178,94,94,94,94,94
594,30,65,0.2,4,1,1,1,2,100,93,93,73,100,60,90,67,80,84,90,83,80,83,594,186,77,80,77,80,78.5
611,19,65,0.2,3,0,2,1,1,84,79,84,63,89,68,84,53,74,75,74,89,89,63,611,185.2,84,89,79,68,80
614,30,26,0.2,4,0,1,1,2,100,97,97,87,97,90,97,67,97,92,90,93,83,87,614,193.4,87,93,77,80,84.25
624,48,65,0.2,7,2,3,2,1,88,83,83,81,94,73,90,69,73,81,75,83,83,88,624,190.6,92,87,85,92,89
647,27,65,0.2,4,0,1,1,2,96,89,89,74,93,70,85,59,81,82,74,93,100,93,647,201.4,67,67,59,74,66.75
658,31,50,0.2,4,0,1,1,1,97,97,90,77,100,94,97,61,94,90,55,77,81,77,658,189.6,81,68,90,94,83.25
680,10,61,0.2,1,0,1,1,2,90,90,100,70,78,60,90,70,90,82,80,80,90,100,680,206,90,80,70,90,82.5
681,34,58,0.2,5,0,1,1,1,91,82,82,59,85,44,76,50,79,72,71,82,94,85,681,202.6,91,91,94,85,90.25
705,24,67,0.2,3,0,2,1,1,87,83,83,79,92,58,92,67,71,79,71,88,92,83,705,207.8,92,87,88,88,88.75
709,23,15,0.2,3,1,3,2,2,83,91,74,70,83,57,78,43,61,71,65,74,78,83,709,201.8,61,87,52,43,60.75
711,11,65,0.2,2,1,3,2,1,82,73,82,100,82,73,82,73,73,80,82,91,100,91,711,215,82,100,82,73,84.25
726,11,56,0.2,2,0,1,1,2,100,100,100,82,100,73,100,91,91,93,91,100,91,91,726,219.8,82,91,91,91,88.75
740,54,75,0.2,8,0,2,1,1,94,93,89,76,96,63,94,67,72,83,70,98,93,96,740,219.4,85,96,80,80,85.25
747,14,65,0.2,2,0,2,1,2,86,100,100,93,100,79,100,79,86,91,71,86,100,86,747,218,86,100,93,100,94.75
762,32,67,0.2,5,0,1,1,1,91,87,78,91,97,66,94,65,69,82,69,88,91,88,762,219.6,94,97,94,88,93.25
768,69,65,0.2,10,0,1,1,2,97,94,93,90,97,91,94,61,83,89,68,88,90,77,768,218.2,84,86,78,86,83.5
793,12,76,0.2,2,1,1,1,1,92,92,92,83,92,67,100,67,83,85,75,92,100,92,793,230.4,92,83,92,83,87.5
803,23,100,0.2,3,0,1,1,1,74,70,70,70,87,70,83,52,52,70,61,87,70,70,803,218.2,74,74,65,70,70.75
815,18,56,0.2,3,2,2,1,2,83,78,83,78,78,67,72,50,61,72,72,72,67,78,815,220.8,72,83,78,72,76.25
828,32,65,0.2,5,0,1,1,1,81,97,97,72,94,66,94,78,78,84,44,81,84,78,828,223,72,78,69,66,71.25
832,48,56,0.2,7,0,3,2,2,94,88,88,88,90,67,98,65,77,84,67,92,94,90,832,235,77,90,79,77,80.75
857,33,87,0.2,5,0,1,1,1,79,64,52,73,58,58,61,33,58,59,42,70,82,70,857,224.2,55,73,55,70,63.25
864,17,45,0.2,2,0,1,1,2,100,94,94,76,100,76,88,76,94,89,82,100,94,94,864,246.8,100,100,100,100,100
871,45,65,0.2,6,0,1,1,2,98,91,96,80,96,53,96,67,78,84,93,87,80,98,871,245.8,84,87,96,82,87.25
882,58,35,0.2,8,2,1,1,2,93,86,86,79,93,64,93,71,72,82,74,90,84,98,882,245.6,84,90,79,72,81.25
887,19,65,0.2,3,0,2,1,1,79,95,100,95,89,68,100,84,89,89,84,84,74,89,887,243.6,79,95,68,58,75
909,62,4,0.2,9,8,1,1,2,90,74,73,84,85,53,89,52,68,74,68,79,85,85,909,245.2,79,82,76,68,76.25
916,51,56,0.2,7,0,2,1,1,94,92,88,82,96,71,96,71,80,86,73,88,92,80,916,249.8,86,94,75,78,83.25
934,43,45,0.2,6,0,2,1,1,74,77,70,65,81,53,81,56,70,70,63,77,70,77,934,244.2,72,84,70,77,75.75
100,25,25,0.23,4,0,3,2,2,88,88,100,84,100,88,100,76,96,91,72,100,100,84,100,91.2,100,96,92,96,96
3,28,65,0.25,4,2,3,2,1,89,96,96,82,100,74,89,57,93,86,57,96,100,79,3,67,93,79,82,93,86.75
32,11,100,0.25,2,0,1,1,1,64,45,45,55,55,36,73,64,36,53,73,73,82,73,32,66.6,64,91,73,73,75.25
56,18,82,0.25,3,0,2,1,1,89,94,94,78,94,50,94,78,78,83,67,94,94,50,56,72.2,83,83,78,83,81.75
84,60,48,0.25,9,0,2,1,1,70,77,75,53,55,45,85,72,38,63,18,57,75,73,84,61.4,57,73,78,78,71.5
105,19,65,0.25,3,0,1,1,1,89,84,79,89,95,63,100,32,68,78,37,68,89,53,105,70.4,89,84,89,89,87.75
124,17,67,0.25,2,2,1,1,1,82,88,88,65,88,82,82,88,76,82,50,88,100,82,124,88.8,88,88,76,76,82
157,48,61,0.25,7,0,1,1,1,88,96,90,83,92,88,92,77,79,87,77,90,90,88,157,100.4,90,83,83,88,86
183,57,75,0.25,8,3,1,1,1,84,67,63,61,75,56,84,56,50,66,44,75,88,81,183,94.2,89,88,89,91,89.25
203,26,58,0.25,4,0,2,1,1,85,92,85,62,96,54,96,62,65,77,58,85,96,92,203,106.8,81,77,65,73,74
228,18,52,0.25,3,0,1,1,1,83,83,78,78,78,72,78,72,78,78,83,83,94,78,228,113.2,89,89,78,89,86.25
233,19,65,0.25,3,0,3,2,1,89,84,84,32,89,42,89,58,84,73,68,79,95,84,233,111.8,74,100,63,68,76.25
267,26,45,0.25,4,0,1,1,1,85,92,96,88,96,88,88,81,85,89,81,100,100,92,267,128,85,92,85,85,86.75
299,32,42,0.25,5,1,1,1,1,91,100,100,91,100,94,100,88,100,96,91,97,100,88,299,135,100,94,100,100,98.5
317,66,87,0.25,9,3,1,1,1,80,61,45,56,91,50,91,74,36,65,56,70,58,80,317,116.2,77,67,64,77,71.25
336,49,65,0.25,7,1,1,1,1,90,88,86,57,94,69,82,45,77,76,47,63,78,65,336,117.8,73,63,61,69,66.5
361,44,87,0.25,6,2,2,1,1,80,70,73,73,84,57,82,59,57,70,45,82,82,73,361,128.6,80,84,80,77,80.25
381,67,67,0.25,10,2,2,1,1,97,90,87,76,94,52,97,73,58,80,46,84,87,82,381,136,88,82,86,85,85.25
434,42,65,0.25,6,2,2,1,1,100,100,98,69,98,60,98,93,86,89,50,83,86,88,434,148.2,86,79,74,81,80
512,20,75,0.25,3,2,1,1,1,100,100,100,90,100,100,100,85,95,97,80,100,100,85,512,175.4,95,95,85,85,90
525,26,67,0.25,4,0,1,1,1,77,96,92,77,96,85,100,50,77,83,46,85,88,69,525,162.6,69,62,54,58,60.75
603,68,82,0.25,10,0,1,1,1,93,85,88,75,85,66,93,63,82,81,72,76,69,82,603,180.4,78,84,81,76,79.75
640,16,65,0.25,2,0,1,1,1,88,88,94,69,88,75,81,81,69,81,88,88,94,94,640,200.8,81,88,81,81,82.75
671,32,65,0.25,5,0,2,1,1,81,81,81,63,91,59,81,53,66,73,75,75,72,81,671,194.8,84,97,78,81,85
12,31,24,0.3,4,0,1,1,2,100,100,100,87,94,87,97,68,90,91,55,90,94,71,12,64.4,87,94,74,84,84.75
23,21,75,0.3,3,2,3,2,1,95,100,100,95,95,86,100,95,100,96,86,95,90,86,23,76,90,95,100,95,95
42,28,82,0.3,4,0,1,1,1,86,79,96,50,93,57,96,68,79,78,89,82,96,89,42,79.6,89,96,78,82,86.25
58,70,15,0.3,10,8,1,1,2,59,81,74,63,77,41,76,53,69,66,61,76,84,83,58,72.4,79,81,59,67,71.5
75,25,65,0.3,4,1,1,1,1,80,83,88,88,96,72,88,64,88,83,84,92,84,92,75,85.4,92,100,88,92,93
96,34,100,0.3,5,NA,1,1,1,91,82,88,79,91,76,100,68,82,84,73,88,88,97,96,88.4,94,97,91,82,91
116,23,65,0.3,3,0,2,1,1,91,91,91,87,91,87,100,48,78,85,57,83,87,70,116,82.6,91,78,65,65,74.75
120,19,54,0.3,3,1,2,1,2,84,95,89,84,95,84,84,83,89,88,68,95,95,79,120,91.4,89,89,84,89,87.75
137,59,99,0.3,8,0,2,1,1,75,81,90,64,78,59,61,64,69,71,66,86,95,80,137,92.8,69,75,73,75,73
151,10,65,0.3,1,0,1,1,1,80,90,90,90,100,80,100,100,80,90,70,100,90,100,151,102.2,90,80,100,100,92.5
153,22,45,0.3,3,0,1,1,2,82,77,82,68,73,55,82,64,64,72,82,82,82,82,153,96.2,86,73,77,68,76
169,33,75,0.3,5,0,1,1,1,91,88,88,91,91,70,91,48,76,81,82,79,85,88,169,100.6,79,85,67,61,73
192,24,85,0.3,3,0,3,2,1,67,54,63,50,62,42,71,46,62,57,42,71,79,79,192,92.6,58,79,42,58,59.25
197,11,25,0.3,2,0,2,1,2,100,100,100,91,100,82,100,73,82,92,91,100,100,82,197,114,91,73,82,73,79.75
216,48,76,0.3,7,0,1,1,1,88,92,90,75,98,71,92,85,77,85,60,94,98,27,216,99,73,75,79,81,77
227,48,65,0.3,7,2,1,1,1,92,94,92,81,96,85,83,83,90,88,79,96,92,75,227,113.8,90,79,79,79,81.75
234,53,65,0.3,8,4,1,1,2,100,83,85,83,87,68,89,64,70,81,72,96,98,85,234,117,87,75,68,75,76.25
254,30,100,0.3,4,0,3,2,1,100,100,97,77,100,83,97,80,97,92,80,93,100,67,254,118.8,80,70,60,67,69.25
255,10,65,0.3,1,1,2,1,2,100,90,90,80,100,90,100,50,90,88,40,90,100,50,255,107,50,40,40,50,45
276,26,56,0.3,4,2,2,1,1,88,96,88,77,88,73,92,54,85,82,54,73,92,81,276,115.2,68,88,58,73,71.75
280,17,66,0.3,2,0,2,1,2,94,100,94,100,100,94,88,47,71,88,47,76,94,76,280,114.6,82,76,76,71,76.25
307,51,75,0.3,7,1,2,1,1,84,76,53,73,86,63,92,73,58,73,76,82,82,82,307,125.8,82,73,75,76,76.5
308,51,4,0.3,7,7,2,1,2,86,75,51,82,92,59,96,76,59,75,65,69,69,80,308,118.2,78,73,63,80,73.5
327,63,65,0.3,9,1,2,1,1,71,60,38,62,84,44,90,65,46,62,51,70,67,86,327,120.2,71,59,43,70,60.75
334,27,54,0.3,4,0,1,1,2,96,93,93,67,100,59,89,56,78,81,70,81,89,85,334,131.8,81,70,81,78,77.5
356,49,35,0.3,7,0,1,1,2,98,96,94,92,90,88,98,57,86,89,80,94,98,94,356,144.4,92,88,94,98,93
358,15,87,0.3,2,0,1,1,1,100,100,93,100,87,93,100,67,93,93,73,87,100,100,358,143.6,87,73,93,93,86.5
371,15,65,0.3,2,0,1,1,1,73,60,40,40,87,40,53,20,40,50,27,60,80,60,371,119.6,80,67,60,73,70
389,10,25,0.3,1,0,1,1,2,100,100,100,100,100,100,100,80,100,98,90,100,100,100,389,155.8,100,70,100,100,92.5
397,44,65,0.3,6,3,1,1,1,98,100,98,70,100,77,100,89,98,92,86,98,100,93,397,154.8,84,93,98,98,93.25
415,61,52,0.3,9,0,1,1,2,97,89,89,62,92,66,93,74,82,83,62,89,87,75,415,145.6,82,87,84,92,86.25
