"MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X2ndFlrSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","WoodDeckSF","OpenPorchSF","SalePrice"
50,75,45600,6,8,0,0,907,907,1051,0,0,3,0,5,10,1,1908,2,486,40,240000
80,80,9600,6,7,360,0,528,528,761,0,0,2,1,3,7,1,1976,2,113,100,187000
120,36,4435,6,5,170,659,189,848,0,1,0,1,0,1,3,0,2003,2,140,0,131500
120,55,3196,8,5,40,0,1273,1273,0,0,0,2,0,2,7,1,2003,2,143,20,215000
75,53,7128,7,5,0,364,554,918,728,0,0,2,0,4,7,2,1941,1,0,0,164000
80,71.8333333333333,12095,6,6,115,564,563,1127,0,0,0,1,1,3,7,1,1964,2,180,0,158000
20,102,17920,5,4,0,306,372,1763,0,1,0,1,1,3,6,1,1955,2,0,418,170000
20,62.5,6897,5,8,0,659,381,1040,0,1,0,1,1,3,6,0,1962,1,0,104,127000
80,77.75,10970,6,6,0,505,0,940,0,1,0,1,0,3,5,0,1981,2,0,0,147000
60,65,8125,6,5,0,0,702,702,779,0,0,2,1,3,6,1,1994,2,0,36,174000
20,80,10400,7,5,189,0,1090,1090,0,0,0,2,0,3,6,1,1976,2,0,0,152000
60,82.875,11029,6,7,220,619,435,1054,1142,1,0,2,1,4,9,1,1968,2,0,65,250000
50,55,7642,7,8,0,0,912,912,514,0,0,1,1,3,7,1,1925,1,0,240,189950
190,75,11625,5,4,0,841,198,1039,0,1,0,1,1,3,6,0,1965,2,0,0,131500
20,81,9672,6,5,0,338,702,1040,0,0,0,2,0,3,6,0,1986,2,0,0,152000
20,70,7931,5,5,0,1148,0,1148,0,1,0,1,0,3,6,0,1959,1,0,0,132500
20,72,8640,7,5,0,0,1372,1372,0,0,0,2,0,3,6,0,2008,2,0,140,250580
20,69.125,8750,5,6,76,828,174,1002,0,1,0,1,0,3,5,0,1973,2,0,0,148500
20,67,10656,8,5,274,0,1638,1638,0,0,0,2,0,3,6,1,2007,3,192,80,248900
20,85,6970,4,5,0,932,108,1040,0,1,0,1,1,3,5,0,1961,2,168,0,129000
60,93.8333333333333,14762,5,6,0,0,0,0,720,0,0,2,0,2,7,1,1979,2,120,144,169000
60,80,9938,7,5,246,750,300,1050,887,1,0,2,1,3,8,1,1993,2,156,90,236000
20,60,6600,5,5,0,0,894,894,0,0,0,1,0,2,5,0,1962,1,0,0,109500
60,70,8750,6,5,116,505,299,804,878,0,0,2,1,3,7,0,1998,2,0,77,200500
20,74,8892,5,7,0,0,105,105,0,0,0,1,0,3,5,0,1953,2,196,0,116000
40,60,12144,5,7,0,375,457,832,0,0,0,1,0,3,6,1,1949,1,0,28,133000
50,52,5720,5,6,0,0,676,676,455,0,0,1,1,3,5,0,1941,1,26,0,66500
60,75,9000,8,5,0,64,1120,1184,1426,0,0,2,1,4,11,1,2007,2,208,364,303477
20,94,25286,4,5,0,633,431,1064,0,1,0,1,0,3,5,0,1963,2,0,0,132250
60,74,8834,9,5,216,1170,292,1462,762,1,0,2,1,4,10,1,2004,3,184,0,350000
85,88,11782,5,7,0,899,210,1109,0,1,0,1,0,3,6,0,1987,2,192,0,148000
20,65.1666666666667,7000,5,8,90,646,218,864,0,1,0,1,0,3,6,0,1978,1,0,0,136500
20,60,7024,5,5,0,980,110,1090,0,1,0,1,1,2,5,0,2005,2,0,49,157000
50,44,13758,7,5,117,902,254,1156,530,0,0,2,1,3,7,1,1990,2,168,36,187500
60,65.8,9636,6,5,0,0,808,808,785,0,0,2,1,3,7,1,1993,2,342,40,178000
75,60,6204,4,5,0,0,795,795,795,1,0,1,0,5,10,0,1997,1,0,188,118500
20,65,7150,5,5,60,432,460,892,0,0,0,1,0,3,5,0,1967,1,0,0,100000
120,50,5119,9,5,60,1238,460,1698,0,1,0,2,0,2,5,1,1999,2,97,65,328900
90,70,8393,5,5,122,528,1098,1626,0,0,0,2,0,4,8,0,2005,2,272,54,145000
50,59,16466,5,7,0,0,816,816,521,0,0,1,1,3,8,0,1955,1,121,0,135500
20,95,15865,8,6,0,351,1043,2217,0,1,0,2,0,4,8,1,1970,2,81,207,268000
20,128,12160,6,4,90,1024,481,1505,0,1,0,1,0,2,6,1,1953,2,0,0,149500
50,60,8064,5,7,0,0,672,672,252,0,0,1,0,3,6,1,2003,2,0,0,122900
60,70,11184,6,5,92,226,192,918,765,0,0,2,1,3,7,1,1978,2,243,0,172500
20,70,8414,6,8,0,663,396,1059,0,0,1,1,0,3,6,0,1963,1,192,0,154500
20,86.8571428571429,13284,5,5,0,1064,319,1383,0,1,0,1,0,3,6,1,1954,1,511,116,165000
90,64,7018,5,5,0,0,0,0,0,0,0,2,0,4,8,0,1979,2,0,0,118858
60,71,7056,6,5,415,400,380,780,813,1,0,1,1,4,8,1,1963,2,0,50,140000
30,50,8765,4,6,0,285,666,951,0,0,0,1,0,2,6,0,1936,1,0,28,106500
90,64,7018,5,5,0,0,0,0,1120,0,0,2,0,6,12,0,1979,2,154,0,142953
20,100,12919,9,5,760,2188,142,2330,0,1,0,2,1,2,11,2,2009,3,0,67,611657
20,65,6993,5,7,0,465,447,912,0,0,0,1,0,3,6,1,1961,1,0,0,135000
20,69.125,7340,4,6,0,322,536,858,0,0,0,1,0,2,4,0,1979,1,0,0,110000
20,64,8712,5,7,0,860,132,992,0,1,0,1,0,2,5,0,1968,1,0,0,153000
60,63,7875,7,5,0,0,783,783,702,0,0,2,1,3,8,1,2003,2,0,75,180000
20,50,14859,7,5,27,0,1670,1670,0,0,0,2,0,3,7,1,2006,3,144,60,240000
20,61.1111111111111,6173,5,6,75,599,277,876,0,0,0,1,0,3,6,0,1967,1,0,0,125500
20,80,9920,5,5,110,354,412,1056,0,1,0,1,0,3,6,0,1954,1,0,0,128000
20,116,13501,8,5,208,63,1560,1623,0,1,0,2,0,3,8,1,2006,3,0,60,255000
50,86,11500,7,7,0,223,794,1017,1037,0,0,1,1,3,6,1,1936,1,0,0,250000
20,66.8888888888889,8885,5,5,0,301,239,864,0,1,0,1,0,2,5,0,1983,2,164,0,131000
60,149,12589,6,5,0,0,742,742,742,0,0,2,1,3,8,1,2005,2,36,24,174000
90,80,11600,5,5,361,443,662,1105,1169,0,0,2,0,5,12,0,1960,2,0,0,154300
20,75.4,9286,5,7,0,196,1072,1268,0,0,0,1,1,3,5,0,1978,1,173,0,143500
30,51,6120,5,7,0,489,279,768,0,0,0,1,0,3,6,0,1925,1,0,0,88000
90,82,6270,5,6,0,284,717,1001,1001,0,0,2,0,4,8,0,1949,3,0,0,145000
160,30,3000,6,5,76,294,318,612,612,0,0,2,1,2,4,0,2009,2,0,234,173733
160,21,2001,4,5,80,0,546,546,546,0,0,1,1,3,6,0,1970,1,0,0,75000
20,50,9000,2,3,0,50,430,480,0,1,0,0,0,1,4,0,1958,1,0,0,35311
20,70,17140,4,6,0,1059,75,1134,0,0,0,1,0,3,6,0,1956,1,0,0,135000
60,103,13125,7,5,0,48,422,1104,1215,1,0,2,1,4,8,1,1991,3,72,192,238000
20,87,11029,6,8,0,528,245,1184,0,1,0,1,0,3,6,1,1990,2,0,51,176500
60,70,8462,6,5,105,814,114,928,785,0,1,2,1,3,7,0,1994,2,300,87,201000
90,67,8777,5,7,0,1084,188,1272,928,2,0,2,2,4,9,0,1968.2,0,0,70,145900
20,65,10237,6,5,0,28,1288,1316,0,0,0,2,0,3,6,1,2005,2,100,0,169990
120,50,8012,6,5,0,165,598,1604,0,1,0,2,0,2,5,1,1993,2,0,69,193000
20,79,10240,6,6,157,625,0,1686,0,1,0,2,0,3,7,1,1980,2,384,131,207500
20,83,15611,5,6,0,767,266,1126,0,0,1,2,0,3,6,0,1977,2,180,0,175000
60,93,11999,8,5,340,0,1181,1181,1140,0,0,2,1,4,10,1,2003,3,104,100,285000
60,74.9,9900,7,5,342,552,280,832,880,0,0,2,1,4,9,1,1968,2,0,43,176000
20,87.875,11838,8,5,0,0,1753,1753,0,0,0,2,0,3,7,1,2001,2,202,151,236500
60,78.5,13006,7,5,285,0,964,964,1243,0,0,2,1,4,8,1,1997,2,0,0,222000
20,73,8925,8,5,0,16,1450,1466,0,0,0,2,0,3,7,0,2007,3,100,18,201000
20,70,9100,5,6,0,338,121,925,0,0,1,1,0,2,5,0,1965,1,0,0,117500
20,84,11670,9,5,302,0,1905,1905,0,0,0,2,0,3,8,1,2006,3,0,191,320000
20,63,8487,7,5,210,20,1480,1500,0,0,0,2,0,3,6,0,2004,2,192,36,190000
20,313,27650,7,7,0,425,160,585,0,1,0,2,0,4,9,1,1960,2,0,0,242000
30,52,5825,4,5,108,0,600,600,0,0,0,1,0,1,5,0,1953,2,0,0,79900
20,67,10083,7,5,79.4,833,343,1176,0,1,0,2,0,2,5,0,2003,2,0,41,184900
60,75,9675,7,5,0,341,772,1113,858,0,0,2,1,3,8,1,2005,2,0,48,253000
60,73,8760,7,5,0,464,927,1391,571,0,0,2,1,3,7,0,2006,3,0,90,239799
70,111.111111111111,24090,7,7,0,0,1032,1032,1196,0,0,2,0,4,10,2,1940,1,56,0,244400
90,55,12640,6,5,0,936,396,1728,0,0,0,2,0,4,8,0,1976,2,40,0,150900
60,74.6666666666667,8755,7,5,298,772,220,992,1038,1,0,2,1,3,8,1,1999,2,0,0,214000
90,42,7711,4,3,0,1440,0,1440,0,2,0,2,0,4,8,0,1970.9,0,321,0,150000
90,100,25000,5,4,0,0,1632,1632,0,0,0,2,0,4,8,0,1967,2,0,0,143000
20,80,14375,6,6,541,111,354,819,0,0,1,1,0,3,7,1,1958,2,0,118,137500
50,98,8820,5,6,0,1088,0,1088,561,0,0,1,0,2,7,0,1963,2,48,0,124900
80,70,8163,5,6,128,748,102,1144,0,1,0,1,0,3,6,1,1959,1,86,0,143000
20,85,14536,8,5,236,1300,316,1616,0,1,0,2,0,3,9,1,2002,3,0,252,270000
60,65,14006,7,5,144,0,936,936,840,0,0,2,1,3,7,1,2002,2,144,96,192500
20,78,9360,6,7,0,982,179,1161,0,1,0,1,1,3,5,1,1972,2,0,0,197500
20,60,7200,5,8,0,398,317,864,0,1,0,1,0,3,5,0,1980,2,194,0,129000
20,60,7800,5,5,0,641,187,828,0,1,0,1,0,3,6,0,1979,1,421,0,119900
85,60,7200,5,8,0,660,108,768,0,0,1,1,0,2,5,0,1974,1,192,0,133900
60,74.5,11075,5,4,232,562,29,784,800,0,1,2,1,4,7,1,1969,2,305,189,172000
90,35,9400,6,5,250,945,0,945,0,0,2,2,0,4,4,0,1970.75,0,0,0,127500
90,82,7136,6,6,423,484,495,979,979,0,0,2,0,4,8,0,1946,2,0,0,145000
160,24,1300,6,6,0,285,276,561,668,0,0,1,1,2,5,1,1980,2,150,0,124000
20,70,7420,5,5,0,417,640,1057,0,0,0,1,0,3,6,0,1977,2,0,0,132000
20,65,8450,7,5,0,699,638,1337,0,1,0,2,0,3,6,0,2003,2,0,39,185000
160,24,2572,7,5,0,604,92,696,720,1,0,2,1,3,6,0,1999,2,0,44,155000
20,50,7207,5,7,0,696,162,858,0,1,0,1,0,2,4,0,1957.4,0,117,0,116500
60,81.375,12227,6,7,424,896,434,1330,1330,1,0,2,1,4,11,1,1977,2,550,282,272000
160,24,2308,6,6,0,556,248,804,744,1,0,2,1,3,7,1,1976,2,48,0,155000
20,122,11923,9,5,0,0,1800,1800,0,0,0,2,0,2,7,0,2007,2,288,136,239000
60,80,11316,7,5,44,624,193,817,1070,1,0,2,1,4,8,1,2002,2,0,40,214900
60,65,10237,6,5,0,0,783,783,701,0,0,2,1,3,8,1,2005,2,0,72,178900
50,130,9600,5,7,0,428,300,728,332,1,0,1,1,2,7,2,1940,1,0,70,160000
20,64.5,7390,5,7,151,902,196,1098,0,1,0,1,0,3,6,0,1955,1,0,0,135000
50,50,5925,3,6,0,0,600,600,368,0,0,1,0,2,6,0,1942,0,0,0,37900
190,75,10382,6,5,105,513,75,588,0,1,0,1,0,2,6,0,1958,1,0,0,140000
50,60,10800,4,4,0,0,720,720,472,0,0,1,1,4,6,0,1955.3,0,0,0,135000
160,36,2268,7,5,106,567,197,764,862,0,0,2,0,2,6,0,2003,2,0,27,173000
120,55,7892,6,5,0,0,918,918,0,0,0,2,0,2,5,1,1979,1,28,0,99500
20,95,11639,7,5,94.2,0,1428,1428,0,0,0,2,0,3,6,0,2007,2,0,120,182000
70,60,11414,7,8,0,0,728,728,883,0,0,1,0,3,8,0,1997,2,509,135,167500
160,43.375,2651,7,5,0,641,32,673,709,1,0,2,1,3,6,0,2000,2,153,50,165000
30,51,5900,4,7,0,0,440,440,0,0,0,1,0,2,4,0,1935.5,0,0,0,85500
120,35,4274,7,5,110.6,1106,135,1241,0,1,0,1,1,1,4,0,2007,2,0,116,199900
20,68,9450,4,5,0,552,342,894,0,0,0,1,0,3,5,0,1999,2,0,0,110000
20,80,8816,5,6,0,651,470,1121,0,1,0,1,0,3,5,0,1963,2,0,80,139000
85,89.4444444444444,12122,7,9,210,867,77,944,0,1,0,1,0,3,6,0,1961,2,144,76,178400
60,98,12203,8,5,975,854,371,1225,1336,1,0,2,1,4,8,1,1998,3,250,0,336000
20,43,3182,7,5,16,0,1266,1266,0,0,0,2,0,2,6,1,2007,2,100,16,159895
60,91.7,11250,8,5,0,0,1128,1128,1141,0,0,2,1,4,9,1,2002,2,0,0,255900
90,75,10125,5,5,0,0,0,0,432,0,0,2,0,4,8,0,1977,2,0,0,126000
190,68,10880,5,5,0,1040,124,1164,0,1,0,1,0,3,5,0,1950,1,0,48,125000
50,59,5310,6,8,0,0,485,485,634,0,0,1,0,2,5,0,1950,1,394,0,117000
20,83,10159,9,5,450,1646,284,1930,0,1,0,2,1,3,8,1,2010,3,168,95,395192
60,76.3333333333333,12046,6,6,298,156,692,848,912,0,0,2,1,4,8,1,1976,2,0,224,195000
60,65,8125,7,5,0,0,770,770,798,0,0,2,1,3,6,0,2006,2,0,50,197000
60,82,9452,8,5,423,1074,322,1396,985,1,0,2,1,3,7,1,1997,3,0,70,348000
70,121,17671,8,9,0,216,700,916,826,0,0,1,1,4,8,1,1925,2,0,169,168000
60,80,9760,6,8,340,536,169,822,831,0,0,2,1,3,7,1,1964,2,239,42,187000
60,68,8846,6,5,0,0,750,750,750,0,0,2,1,3,6,0,2005,2,0,35,173900
20,96,12456,10,5,230,1172,528,1700,0,1,0,2,0,3,7,1,2008,3,216,48,337500
50,51,4712,4,7,0,384,363,747,456,1,0,1,1,3,5,0,1946,1,0,57,121600
20,79.3333333333333,10659,5,6,0,915,135,1050,0,1,0,1,0,3,6,0,1961,1,0,319,136500
20,71.2857142857143,11717,6,6,571,0,1442,1442,0,0,0,2,0,2,6,1,1970,2,371,0,185000
30,60,9786,3,4,0,0,1007,1007,0,0,0,1,0,3,6,1,1922,1,0,100,91000
20,64,6762,7,5,24,686,501,1187,0,1,0,2,0,2,6,0,2006,2,105,61,206000
20,74,10206,3,3,0,0,0,0,0,0,0,1,0,2,4,0,1956,2,0,0,82000
30,60,5400,5,6,0,0,691,691,0,0,0,1,0,2,4,0,1920,1,0,20,86000
20,75,11957,8,5,53,24,1550,1574,0,0,0,2,0,3,7,1,2006,3,144,104,232000
90,79.5,11500,5,6,164,0,1680,1680,0,0,0,2,0,4,8,0,1976,2,0,0,136905
120,43,3182,7,5,16,16,1330,1346,0,0,0,2,0,1,7,1,2005,2,156,0,181000
80,65,8385,5,8,220,595,390,985,0,0,0,2,0,3,6,0,1977,1,210,0,149900
20,88,12155,6,3,0,1237,420,1657,0,0,1,2,0,3,7,1,1970,2,0,0,163500
160,21,2217,4,4,0,273,0,546,546,0,0,1,1,3,6,0,1970,1,238,0,88000
20,43,12118,7,5,108,0,1710,1710,0,0,0,2,0,3,7,1,2004,2,100,48,240000
50,60,6000,5,5,0,0,1008,1008,0,0,0,2,0,4,7,0,1952,0,0,0,102000
50,115,21286,5,5,0,0,720,720,551,0,0,2,0,4,7,1,1948,1,0,0,135000
90,75,9825,5,5,0,0,0,0,0,0,0,2,0,4,8,0,1956.88888888889,0,0,0,100000
70,55,10592,6,7,0,0,602,602,602,0,0,1,1,3,7,2,1923,1,96,0,165000
30,60,7200,5,4,0,247,310,1022,0,1,0,1,0,2,4,0,1956,1,0,30,85000
20,60,11664,6,5,206,336,746,1082,0,0,0,1,0,2,5,1,1948,1,0,130,119200
60,70,8400,8,6,0,643,167,810,855,1,0,2,1,3,6,0,2001,2,0,45,227000
20,73,11883,7,5,196,690,814,1504,0,1,0,2,0,3,6,1,1996,2,115,66,203000
120,57.75,5814,8,5,0,1036,184,1220,0,1,0,1,0,1,4,1,1984,2,63,0,187500
80,79,10784,7,5,76,0,384,384,670,0,0,2,1,3,7,1,1991,2,164,0,160000
120,43,3013,7,5,145,16,1346,1362,0,0,0,2,0,2,6,1,2005,2,142,20,213490
20,60,7024,4,5,0,1024,108,1132,0,1,0,1,1,2,5,0,2005,2,252,64,176000
20,64,7406,7,5,84,684,515,1199,0,1,0,2,0,2,6,0,2006,2,105,54,194000
50,52,9439,5,5,0,324,588,912,336,0,0,1,0,2,6,0,1957,1,0,0,87000
120,43,3182,7,5,14,16,1330,1346,0,0,0,2,0,2,7,1,2005,2,156,20,191000
20,83.7,15498,8,6,0,1165,0,1565,0,1,0,2,0,2,10,1,1976,2,0,72,287000
20,70,7700,5,5,0,138,276,882,0,1,0,1,0,3,5,0,1980,2,96,0,112500
20,73,9300,5,5,324,697,571,1268,0,1,0,1,0,3,6,2,1960,2,0,0,167500
20,71,9520,8,5,338,1513,125,1638,0,1,0,2,0,3,7,1,2008,3,192,44,293077
50,79,9492,5,5,0,368,359,768,408,1,0,1,0,3,6,1,1941,1,0,0,105000
160,21,1680,6,7,281,317,355,672,546,0,1,1,1,3,7,0,1972,1,0,28,118000
190,76.625,7082,5,8,0,0,686,686,980,0,0,2,0,5,10,0,1957.4,0,0,0,160000
75,102,15863,7,3,0,523,301,824,998,1,0,2,1,5,12,2,1970,2,136,63,197000
60,87.5,14541,8,7,0,1012,326,1338,1168,1,0,2,1,5,10,1,1993,3,209,55,310000
20,68.5555555555556,8125,7,5,295,986,668,1654,0,1,0,2,0,3,6,0,2002,3,0,136,230000
30,50,6305,5,7,0,0,920,920,0,0,0,1,0,2,5,1,1938,1,0,0,119750
20,71.7777777777778,11500,4,3,0,0,0,0,0,0,0,1,0,3,5,0,1957,1,186,0,84000
20,89,12898,9,5,70,1022,598,1620,0,1,0,2,0,2,6,1,2008,3,228,0,315500
60,84.7,9240,8,5,396,0,1055,1055,1208,0,0,2,1,3,7,1,2001,2,0,45,287000
160,21,1533,4,6,0,0,546,546,546,0,0,1,1,3,6,1,1958,0,0,0,97000
180,21,1477,4,4,0,509,121,630,0,1,0,1,0,1,3,0,1970,1,0,0,80000
20,88,13125,5,4,67,168,284,1134,0,1,0,2,0,3,8,1,1957,2,0,0,155000
60,67.1428571428571,9130,6,8,252,400,336,800,832,0,1,1,1,4,7,0,1966,2,0,40,173000
120,34,5381,6,5,135,900,406,1306,0,1,0,2,0,1,5,1,2005,2,170,63,196000
60,86,11839,7,5,99,1085,390,1475,797,1,0,2,1,4,10,1,1990,2,192,121,262280
20,80,9600,8,5,0,1104,1420,2524,0,1,0,2,1,4,9,1,1981,2,474,120,278000
20,83.3333333333333,13680,3,5,0,0,0,0,0,0,0,2,0,4,8,1,1955,2,0,0,139600
60,85,16056,9,5,208,240,1752,1992,876,0,0,3,1,4,11,1,2005,3,214,108,556581
20,57,9245,5,5,0,686,304,990,0,0,1,1,0,3,5,0,1996,2,0,0,145000
20,100,21750,5,4,75,0,0,0,0,0,0,1,0,3,9,1,1960,2,0,0,115000
20,60,11100,4,7,0,0,0,0,0,0,0,1,0,2,6,0,1946,1,0,0,84900
20,73,8993,7,5,0,0,1302,1302,0,0,0,2,0,3,6,0,2007,2,0,22,176485
20,103,11175,7,5,0,0,1316,1316,0,0,0,2,0,3,6,1,2007,2,0,20,200141
60,100,9500,6,6,272,442,374,816,850,0,1,1,1,4,9,1,1964,2,0,52,165000
20,68,8562,5,6,145,383,833,1216,0,0,0,1,0,4,7,1,1957,1,116,78,144500
60,90,11367,8,5,210,932,133,1065,898,1,0,2,1,3,7,1,2002,2,199,60,255000
20,104,11361,6,5,160,644,549,1193,0,0,1,2,0,3,7,1,1976,2,0,0,180000
120,43,7052,7,5,240,659,705,1364,0,1,0,2,0,2,6,1,2005,2,192,36,185850
60,116,29959,7,6,0,595,378,973,871,0,0,2,1,3,7,1,1994,2,168,98,248000
60,96,11308,9,5,154,936,168,1104,1054,1,0,2,1,3,10,1,2008,3,0,102,335000
50,82.125,11275,6,7,480,297,0,854,895,0,0,1,1,3,7,1,1977,2,0,0,220000
120,41,4920,8,5,0,616,722,1338,0,1,0,2,0,2,6,0,2001,2,0,0,213500
30,120,18000,3,4,0,0,894,894,0,0,0,1,0,2,6,0,1994,3,0,20,81000
190,85,13600,5,5,0,0,662,662,915,0,0,2,0,5,10,0,1945,2,0,57,90000
30,50,6000,6,6,0,397,706,1103,0,0,0,1,0,2,5,1,1976,2,166,120,110500
20,81.1,11000,5,6,200,740,184,1154,0,0,0,1,1,3,6,1,1966,2,0,58,154000
60,80,14000,7,5,0,1201,105,1306,954,1,0,2,1,3,7,0,1996,2,296,44,328000
60,59,7837,6,7,0,0,799,799,772,0,0,2,1,3,7,1,1993,2,0,40,178000
60,80,9760,6,6,360,674,0,780,813,1,0,1,1,4,7,0,1964,2,328,128,167900
160,42,3964,6,4,0,837,105,942,1230,1,0,2,1,5,10,1,1973,2,728,20,151400
45,60,9600,5,7,0,220,625,845,0,0,1,1,0,2,4,0,1985,2,0,0,135000
20,72,10152,5,5,120,586,462,1048,0,1,0,1,0,3,6,0,1956,1,0,20,135000
60,78,11700,6,6,0,298,429,727,727,0,0,1,1,4,8,0,1968,2,0,0,154000
50,50,7585,5,3,0,0,810,810,454,1,1,1,0,4,7,1,1954,1,0,0,91500
60,75,7950,6,6,140,535,155,690,728,0,0,1,1,3,6,0,1977,2,252,0,159500
20,74,8556,7,5,0,0,1240,1240,0,0,0,2,0,2,5,0,2006,3,140,93,194000
70,75,13125,7,6,0,410,390,800,780,0,0,1,1,3,6,2,1940,1,0,0,219500
50,60,10800,5,8,0,626,170,796,370,0,1,2,0,3,7,1,1950,2,436,21,170000
20,89.8,15870,5,5,0,75,230,1096,0,1,0,1,0,3,6,0,1969,1,240,32,138800
120,37,4435,6,5,169,662,186,848,0,1,0,1,0,1,3,1,2004,2,140,0,155900
20,65,8775,5,5,0,495,495,990,0,0,0,1,0,3,5,0,1996,1,0,64,126000
20,80,11040,6,7,144,656,602,1258,0,0,1,2,0,3,5,0,1971,2,55,0,145000
20,75,7500,5,5,0,824,216,1040,0,1,0,1,1,3,5,0,1963,1,0,0,133000
20,70,8749,7,5,100,0,1459,1459,0,0,0,2,0,3,6,1,2002,2,192,39,192000
20,80,8800,6,6,425,553,698,1251,0,1,0,1,0,3,6,2,1964,1,0,116,160000
60,74.7142857142857,13031,6,5,0,592,99,691,807,0,0,2,1,3,6,1,1995,2,315,44,187500
85,73,9069,6,6,0,747,189,936,0,1,0,1,0,2,5,0,1992,2,120,0,147000
160,32.7,1974,4,5,0,334,212,546,546,0,0,1,1,3,6,0,1973,1,120,96,83500
60,85,10574,8,5,0,0,1082,1082,871,0,0,2,1,3,9,1,2005,3,160,50,252000
160,24,2522,7,5,50,0,970,970,739,0,0,2,0,3,7,0,2004,2,0,40,137500
120,37,3316,8,5,0,1039,208,1247,0,1,0,1,1,1,4,1,2005,2,0,84,197000
90,60,8544,3,4,0,0,0,0,0,0,0,2,0,2,6,0,1987,2,0,0,92900
160,24,2160,7,5,212,510,90,600,628,1,0,2,1,2,4,0,1999,2,0,48,160000
50,60,8400,6,5,0,423,758,1181,304,0,0,2,0,4,7,1,1925,2,342,0,136500
20,71,9230,5,8,166,661,203,864,0,1,0,1,1,1,6,0,1977,2,0,64,146000
20,74,5868,5,7,0,248,448,936,0,1,0,1,0,2,4,0,1956,1,0,0,129000
20,78,9317,6,5,0,24,1290,1314,0,0,0,2,0,3,6,1,2006,2,0,22,176432
70,60,6882,6,7,0,0,684,684,582,0,0,1,1,3,7,0,1958.55555555556,0,136,0,127000
120,36.4285714285714,3696,8,5,0,0,1074,1074,0,0,0,1,1,2,5,0,1987,2,0,74,170000
50,50,6000,4,6,0,672,0,672,567,0,0,1,0,3,6,0,1936,1,0,0,128000
20,82,11880,7,5,206,704,567,1271,0,0,0,2,0,3,7,1,1978,2,0,0,157000
30,60,8400,2,5,0,290,0,290,0,0,0,1,0,1,3,0,1930,1,0,0,60000
20,61,9758,5,5,0,412,251,950,0,0,0,1,0,3,5,0,1981,1,0,0,119500
20,70,7000,5,7,45,588,422,1010,0,0,0,1,0,2,6,0,1960,1,0,16,135000
20,79,8910,6,6,0,655,0,655,0,0,1,1,0,3,6,1,1954,2,0,0,159500
160,24,2016,5,5,304,0,630,630,672,0,0,2,1,3,6,0,1970,2,0,0,106000
60,98,12256,8,5,362,1032,431,1463,1122,1,0,2,1,3,9,2,1994,2,186,32,325000
20,114,10357,7,5,0,738,172,910,0,1,0,2,0,3,6,1,1990,2,0,244,179900
60,168,23257,7,5,0,0,868,868,1134,0,0,2,1,3,9,1,2006,2,0,100,274725
60,65.6666666666667,8063,6,5,0,0,924,924,742,0,0,2,1,3,7,1,2000,2,100,48,181000
20,107,11362,8,5,42,1039,797,1836,0,1,0,2,0,3,7,1,2004,3,125,185,280000
60,65.2,8000,6,5,0,219,554,773,885,1,0,2,1,3,8,1,1995,2,224,84,188000
60,80,10480,7,6,660,403,400,803,866,0,0,2,1,4,8,1,1976,2,0,69,205000
20,73,7100,5,7,0,708,108,816,0,1,0,1,0,2,5,0,1957,1,0,0,129900
20,66,8923,5,7,0,643,365,1008,0,1,0,1,0,2,6,0,1953,1,0,18,134500
20,90,5400,5,7,0,415,418,833,0,0,0,1,0,2,4,0,1955,1,0,0,117000
20,93,12085,8,5,328,1004,730,1734,0,1,0,2,0,3,7,1,2007,3,0,0,318000
80,65.125,7750,8,5,0,353,55,408,640,1,0,2,1,3,7,1,2002,2,120,0,184100
20,57,9764,5,7,0,702,192,894,0,1,0,1,0,3,5,0,1967,2,0,0,130000
80,85,13825,5,6,0,0,533,533,580,0,1,1,0,3,6,0,1958,1,280,34,140000
20,70,7560,5,5,0,369,671,1040,0,0,0,1,0,3,6,0,1959,1,140,0,133700
30,59,8263,6,5,0,0,1012,1012,0,0,0,1,0,2,6,1,1920,1,0,22,118400
20,84,10084,7,5,196,24,1528,1552,0,0,0,2,0,3,7,0,2005,3,144,20,212900
20,65.125,8926,4,3,0,0,672,672,0,0,0,1,0,3,5,0,1956,1,64,0,112000
20,50,9405,5,9,0,0,698,698,0,0,1,1,0,2,4,0,1954.9,0,0,200,118000
80,76.2,9125,7,5,170,0,384,384,670,0,0,2,1,3,7,1,1992,2,100,25,163900
20,60,10434,4,5,0,0,1005,1005,0,0,0,1,0,2,5,1,1977,2,0,0,115000
120,53,3684,7,5,130,0,1373,1373,0,0,0,2,0,2,7,1,2007,3,143,20,174000
20,182,14572,7,5,0,1300,230,1530,0,1,0,2,0,3,7,1,2004,3,144,36,259000
60,59,11796,7,5,0,0,847,847,1112,0,0,2,1,4,8,1,2004,2,100,48,215000
90,60,7200,5,5,180,936,0,936,0,1,0,1,0,2,4,0,1980,2,49,0,140000
50,65,7804,4,3,0,622,500,1122,653,1,0,2,0,4,7,2,1981,2,431,44,135000
20,63,10712,5,5,0,212,762,974,0,0,0,1,0,3,5,0,1949.875,0,0,28,93500
